sweep_id,pdb_id_id,wavelength,MR_success,TFZ,LLG,PAK,mr_reso,mr_sg,mr_sg_no,RMSD,VRMS,eLLG,tncs,model_pdb,seq_ident,model_res,anomalousCC,IoverSigma,completeness,diffI,RmergeI,lowreslimit,RpimI,multiplicity,RmeasdiffI,anomalousslope,diffF,wilsonbfactor,RmeasI,highreslimit,RpimdiffI,anomalousmulti,RmergediffI,totalobservations,anomalouscompl,cchalf,totalunique
765,1334,0.9793,1.00,50.40,"2,031.00",0.00,1.78,P6222,180,0.79,0.32,"1,991.80",0.00,3E49,59.16,1.75,0.6280,10.83,99.81,1.625,0.1213,48.26,0.0457,7.39,0.1127,1.259,0.132,20.83,0.1301,1.78,0.0531,3.97,0.0988,"296,150",98.88,0.9967,"40,088"
766,1334,0.9116,1.00,50.40,"2,031.00",0.00,1.78,P6222,180,0.79,0.32,"1,991.80",0.00,3E49,59.16,1.75,0.3266,10.78,99.61,1.215,0.1035,48.27,0.0392,7.28,0.1067,1.037,0.111,21.10,0.1111,1.78,0.0503,3.92,0.0936,"291,176",98.02,0.9974,"40,011"
767,1334,0.9789,1.00,50.40,"2,031.00",0.00,1.78,P6222,180,0.79,0.32,"1,991.80",0.00,3E49,59.16,1.75,0.5077,10.74,99.64,1.430,0.1152,48.27,0.0436,7.26,0.1126,1.153,0.125,21.11,0.1236,1.80,0.0533,3.91,0.0987,"280,822",98.28,0.9969,"38,702"
832,1335,0.9792,0.00,4.30,25.00,0.00,2.23,C121,5,1.10,1.46,84.00,0.00,2TLX,21.86,1.65,0.3735,8.29,99.86,1.461,0.1071,42.35,0.0637,3.80,0.1104,0.986,0.155,39.82,0.1248,2.23,0.0763,1.95,0.0795,"120,492",99.23,0.9954,"31,679"
833,1335,0.9116,0.00,4.30,25.00,0.00,2.23,C121,5,1.10,1.46,84.00,0.00,2TLX,21.86,1.65,0.1399,8.67,99.84,1.332,0.0969,36.80,0.0575,3.81,0.1073,0.935,0.146,39.49,0.1129,2.27,0.0743,1.95,0.0772,"114,497",99.52,0.9965,"30,036"
834,1335,0.9790,0.00,4.30,25.00,0.00,2.23,C121,5,1.10,1.46,84.00,0.00,2TLX,21.86,1.65,0.3532,8.93,99.88,1.418,0.1035,42.43,0.0614,3.82,0.1070,0.987,0.152,41.71,0.1205,2.33,0.0740,1.95,0.0770,"106,017",99.40,0.9959,"27,783"
861,1339,0.9200,1.00,26.10,531.00,0.00,2.17,P21212,18,0.79,0.44,186.40,0.00,5PNH,65.78,1.14,-0.0011,12.65,98.89,0.000,0.0928,149.74,0.0390,6.58,0.1004,0.909,0.000,30.57,0.1010,2.17,0.0525,3.49,0.0851,"308,480",97.57,0.9155,"46,869"
933,134,0.9050,1.00,42.00,"2,034.00",0.00,1.85,P21212,18,0.45,0.72,"5,412.70",0.00,2WM3,100.00,1.85,-0.3161,11.62,77.43,0.000,0.0617,57.70,0.0286,4.44,0.0686,0.770,0.000,26.76,0.0684,1.85,0.0377,2.60,0.0570,"119,361",61.51,0.9983,"26,896"
255,1344,0.9763,1.00,25.20,326.00,0.00,1.84,P6522,179,0.99,0.63,94.00,0.00,1RW8,40.54,2.40,-0.2194,11.25,100.00,0.000,0.1377,70.55,0.0374,14.31,0.1438,0.831,0.000,24.55,0.1427,1.84,0.0518,7.62,0.1340,"945,526",99.99,0.9985,"66,086"
242,1346,0.9173,0.00,7.60,82.00,2.00,2.05,P3112,151,0.95,1.77,784.10,0.00,1URU,38.05,2.60,-0.9032,10.91,100.00,0.000,0.0547,54.99,0.0210,8.11,0.0603,0.768,0.000,49.80,0.0588,2.05,0.0291,4.25,0.0525,"157,898",99.79,0.9932,"19,465"
1049,1348,0.9794,0.00,4.30,31.00,0.00,1.91,P1211,4,1.21,1.91,337.10,0.00,3LXD,26.80,2.50,-0.1762,5.43,97.34,1.111,0.1324,50.04,0.0839,3.38,0.1620,0.799,0.191,12.73,0.1573,1.91,0.1097,1.80,0.1186,"138,660",88.72,0.9878,"40,984"
1151,1349,0.9782,1.00,43.30,"1,517.00",0.00,2.49,I222,23,0.57,0.68,"2,195.10",0.00,2ZMD,99.31,2.88,-0.0478,17.23,99.47,0.000,0.0427,60.11,0.0241,4.01,0.0492,0.872,0.000,62.48,0.0493,2.49,0.0317,2.13,0.0374,"64,314",99.18,0.9990,"16,039"
772,135,0.9795,0.00,5.30,30.00,5.00,1.09,P212121,19,1.15,1.79,408.30,0.00,4GT6,31.52,1.80,0.1950,8.47,93.74,1.026,0.0623,33.27,0.0362,3.17,0.0700,0.891,0.100,8.72,0.0727,1.09,0.0424,1.77,0.0552,"465,634",80.62,0.9977,"146,691"
773,135,0.9184,0.00,5.30,30.00,5.00,1.09,P212121,19,1.15,1.79,408.30,0.00,4GT6,31.52,1.80,0.0442,7.90,98.98,1.046,0.0647,36.63,0.0374,3.43,0.0749,0.820,0.112,8.95,0.0753,1.09,0.0454,1.83,0.0590,"530,562",92.94,0.9981,"154,896"
774,135,0.9792,0.00,5.30,30.00,5.00,1.09,P212121,19,1.15,1.79,408.30,0.00,4GT6,31.52,1.80,0.1580,8.21,99.06,1.101,0.0680,32.14,0.0397,3.48,0.0772,0.791,0.126,8.41,0.0794,1.18,0.0474,1.85,0.0604,"426,823",94.87,0.9982,"122,628"
13,136,0.9763,1.00,27.80,630.00,1.00,1.87,C2221,20,0.73,0.98,"2,029.10",0.00,1RW8,65.99,2.40,-0.1083,9.70,87.83,0.000,0.1053,34.90,0.0463,5.63,0.1155,0.810,0.000,21.03,0.1153,1.87,0.0625,3.05,0.0967,"151,844",81.84,0.9975,"26,971"
829,138,1.2652,0.00,5.20,57.00,8.00,2.85,P6522,179,1.20,2.32,829.90,0.00,3B60,34.97,3.70,-0.0941,8.42,100.00,0.000,0.4329,87.23,0.1083,17.34,0.4541,0.816,0.000,68.25,0.4467,2.85,0.1465,9.60,0.4295,"371,561",99.95,0.9923,"21,432"
311,141,0.9788,1.00,25.50,"1,321.00",2.00,1.55,C2221,20,0.63,0.71,"2,199.10",0.00,4IYJ,69.86,1.37,-0.0382,5.02,96.46,1.474,0.1423,41.18,0.0962,2.97,0.1684,0.833,0.242,11.31,0.1726,1.55,0.1163,1.61,0.1214,"106,238",89.18,0.9840,"35,736"
312,141,0.9184,1.00,25.50,"1,321.00",2.00,1.55,C2221,20,0.63,0.71,"2,199.10",0.00,4IYJ,69.86,1.37,-0.1342,5.04,96.97,1.466,0.1388,41.21,0.0934,3.01,0.1700,0.772,0.237,12.10,0.1681,1.56,0.1175,1.63,0.1224,"106,127",90.16,0.9851,"35,241"
313,141,0.9793,1.00,25.50,"1,321.00",2.00,1.55,C2221,20,0.63,0.71,"2,199.10",0.00,4IYJ,69.86,1.37,-0.0646,5.53,97.86,1.494,0.1508,46.53,0.0861,3.71,0.1721,0.772,0.234,13.47,0.1745,1.61,0.1109,1.97,0.1307,"120,224",94.73,0.9865,"32,413"
826,142,0.9795,0.00,3.90,36.00,8.00,1.99,P212121,19,1.01,1.31,41.50,1.00,4ZGF,26.72,1.00,-0.6237,9.07,95.30,0.853,0.0510,41.27,0.0317,3.13,0.0621,0.751,0.079,38.70,0.0604,1.99,0.0409,1.76,0.0464,"73,795",84.67,0.9939,"23,608"
827,142,0.9184,0.00,3.90,36.00,8.00,1.99,P212121,19,1.01,1.31,41.50,1.00,4ZGF,26.72,1.00,0.2823,8.73,90.37,0.874,0.0439,38.64,0.0273,3.06,0.0487,0.736,0.084,37.17,0.0521,1.99,0.0319,1.75,0.0365,"68,110",77.08,0.9992,"22,267"
828,142,0.9789,0.00,3.90,36.00,8.00,1.99,P212121,19,1.01,1.31,41.50,1.00,4ZGF,26.72,1.00,-0.1173,9.06,94.31,0.964,0.0527,41.27,0.0326,3.12,0.0583,0.802,0.084,38.50,0.0624,2.00,0.0383,1.76,0.0436,"71,522",82.86,0.9951,"22,906"
717,147,0.9765,0.00,5.80,33.00,1.00,1.95,P1211,4,1.08,1.46,156.80,0.00,2YB1,27.80,1.90,-0.2628,8.39,98.87,0.000,0.1146,89.65,0.0686,3.76,0.1369,0.719,0.000,17.97,0.1341,1.95,0.0931,1.99,0.0999,"274,155",92.91,0.9316,"72,893"
890,149,0.9795,1.00,14.00,458.00,0.00,2.07,P1211,4,0.55,0.65,347.60,0.00,4ZDR,83.00,2.90,0.4332,7.81,99.80,1.626,0.1337,39.15,0.0796,3.78,0.1320,1.121,0.194,22.97,0.1557,2.07,0.0917,1.93,0.0947,"148,004",98.23,0.9918,"39,176"
891,149,0.9116,1.00,14.00,458.00,0.00,2.07,P1211,4,0.55,0.65,347.60,0.00,4ZDR,83.00,2.90,0.0985,7.93,99.85,1.468,0.1205,37.78,0.0716,3.79,0.1352,0.974,0.185,20.12,0.1403,2.11,0.0939,1.93,0.0970,"140,311",98.69,0.9940,"37,007"
892,149,0.9793,1.00,14.00,458.00,0.00,2.07,P1211,4,0.55,0.65,347.60,0.00,4ZDR,83.00,2.90,0.2629,7.76,99.96,1.533,0.1339,41.17,0.0796,3.79,0.1409,1.037,0.199,20.18,0.1559,2.13,0.0979,1.93,0.1011,"136,372",98.64,0.9930,"35,994"
1316,152,0.9789,0.00,6.30,40.00,2.00,2.03,P212121,19,1.19,1.04,29.50,0.00,2ANU,25.11,2.40,0.0003,5.84,97.09,1.434,0.1366,50.18,0.0843,3.55,0.1598,0.831,0.207,27.14,0.1612,2.03,0.1083,1.89,0.1170,"203,131",94.16,0.9852,"57,217"
612,154,0.9793,0.00,5.70,32.00,6.00,2.49,I222,23,1.19,1.43,61.60,0.00,4K4K,20.50,1.67,-0.1338,7.13,99.57,1.002,0.1085,46.89,0.0632,3.71,0.1266,0.832,0.145,34.73,0.1262,2.49,0.0804,1.96,0.0969,"142,714",99.33,0.9927,"38,431"
613,154,0.9537,0.00,5.70,32.00,6.00,2.49,I222,23,1.19,1.43,61.60,0.00,4K4K,20.50,1.67,-0.0352,7.03,99.56,0.995,0.1028,46.79,0.0595,3.71,0.1177,0.825,0.147,35.16,0.1195,2.45,0.0745,1.96,0.0903,"149,674",99.25,0.9935,"40,319"
614,154,0.9792,0.00,5.70,32.00,6.00,2.49,I222,23,1.19,1.43,61.60,0.00,4K4K,20.50,1.67,0.0003,7.34,99.57,1.168,0.1372,53.21,0.0747,4.11,0.1524,0.912,0.162,34.36,0.1568,2.57,0.0954,2.17,0.1177,"144,057",99.58,0.9900,"35,022"
42,156,0.9794,0.00,4.40,1.00,8.00,1.49,P212121,19,0.00,0.00,"2,612.70",0.00,2JQO,100.00,0.00,0.2809,11.40,98.55,0.976,0.0460,34.35,0.0284,3.29,0.0523,0.708,0.095,14.16,0.0543,1.49,0.0343,1.83,0.0392,"47,092",92.42,0.9990,"14,306"
43,156,0.9537,0.00,4.40,1.00,8.00,1.49,P212121,19,0.00,0.00,"2,612.70",0.00,2JQO,100.00,0.00,0.2544,11.28,99.63,1.043,0.0522,34.35,0.0322,3.39,0.0584,0.709,0.104,15.57,0.0616,1.50,0.0383,1.86,0.0438,"48,057",96.66,0.9988,"14,173"
44,156,0.9792,0.00,4.40,1.00,8.00,1.49,P212121,19,0.00,0.00,"2,612.70",0.00,2JQO,100.00,0.00,0.4943,11.71,99.61,1.195,0.0652,34.34,0.0399,3.41,0.0681,0.786,0.116,15.16,0.0768,1.55,0.0446,1.87,0.0511,"43,908",97.16,0.9982,"12,895"
1121,158,0.9793,0.00,6.20,25.00,9.00,1.44,I222,23,1.18,1.85,230.60,0.00,4Q9A,17.50,2.86,0.7521,13.80,95.98,1.960,0.1011,53.14,0.0419,6.42,0.0840,1.261,0.132,10.96,0.1096,1.44,0.0442,3.38,0.0712,"290,200",93.51,0.9983,"45,221"
1122,158,0.9184,0.00,6.20,25.00,9.00,1.44,I222,23,1.18,1.85,230.60,0.00,4Q9A,17.50,2.86,0.4304,13.39,96.24,1.574,0.0952,53.16,0.0396,6.43,0.0935,1.036,0.119,11.06,0.1033,1.47,0.0491,3.39,0.0792,"274,728",93.97,0.9986,"42,711"
1123,158,0.9795,0.00,6.20,25.00,9.00,1.44,I222,23,1.18,1.85,230.60,0.00,4Q9A,17.50,2.86,0.3306,12.15,99.88,1.511,0.1118,53.13,0.0445,7.15,0.1123,0.894,0.124,10.61,0.1204,1.43,0.0574,3.72,0.0962,"343,157",99.81,0.9987,"48,019"
901,161,0.9200,1.00,14.00,106.00,1.00,2.14,P41212,92,1.05,1.19,302.80,0.00,5AHO,33.33,2.16,-0.0064,16.21,100.00,0.000,0.0933,113.21,0.0269,13.03,0.0973,0.919,0.000,37.44,0.0972,2.14,0.0368,6.91,0.0899,"595,871",99.98,0.9871,"45,726"
863,166,0.9798,1.00,11.10,107.00,1.00,1.35,C222,21,0.90,1.11,405.00,0.00,3C5O,37.42,2.20,0.0241,8.62,90.97,0.769,0.0601,25.81,0.0406,2.73,0.0729,0.549,0.104,7.67,0.0729,1.35,0.0497,1.54,0.0531,"80,918",76.85,0.9976,"29,644"
864,166,0.9184,1.00,11.10,107.00,1.00,1.35,C222,21,0.90,1.11,405.00,0.00,3C5O,37.42,2.20,0.0918,7.99,95.65,0.758,0.0614,19.92,0.0412,2.86,0.0721,0.541,0.110,7.86,0.0743,1.33,0.0492,1.59,0.0525,"93,336",84.36,0.9977,"32,595"
865,166,0.9791,1.00,11.10,107.00,1.00,1.35,C222,21,0.90,1.11,405.00,0.00,3C5O,37.42,2.20,0.3281,8.63,92.71,0.869,0.0664,25.83,0.0449,2.76,0.0723,0.642,0.114,7.73,0.0806,1.37,0.0494,1.55,0.0526,"79,805",79.40,0.9972,"28,924"
1025,173,0.9824,1.00,46.90,"1,807.00",0.00,1.82,P212121,19,0.98,0.44,216.50,0.00,1REQ,59.44,2.00,-0.2877,8.75,98.83,0.000,0.1321,75.63,0.0427,9.99,0.1408,0.689,0.000,22.82,0.1391,1.82,0.0593,5.22,0.1274,"1,577,068",96.78,0.9944,"157,857"
302,174,0.9794,0.00,6.20,26.00,8.00,2.02,P22121,1018,1.19,1.37,49.80,0.00,4Q98,26.35,1.30,0.0895,9.43,99.93,1.343,0.1024,45.92,0.0624,3.70,0.1129,0.959,0.170,21.49,0.1203,2.02,0.0755,1.94,0.0834,"212,201",99.81,0.9949,"57,353"
303,174,0.9184,0.00,6.20,26.00,8.00,2.02,P22121,1018,1.19,1.37,49.80,0.00,4Q98,26.35,1.30,0.0000,9.38,99.95,1.335,0.1012,41.88,0.0617,3.71,0.1141,0.913,0.173,22.17,0.1189,2.03,0.0765,1.95,0.0842,"209,815",99.82,0.9950,"56,549"
304,174,0.9792,0.00,6.20,26.00,8.00,2.02,P22121,1018,1.19,1.37,49.80,0.00,4Q98,26.35,1.30,0.0469,9.50,99.94,1.335,0.1030,43.67,0.0627,3.70,0.1145,0.935,0.173,22.43,0.1209,2.05,0.0766,1.95,0.0847,"203,412",99.82,0.9949,"54,927"
287,178,0.9795,1.00,14.10,134.00,2.00,1.01,P61,169,1.00,0.98,201.90,0.00,3NXB,28.70,1.83,-0.2344,14.93,89.66,0.000,0.0872,46.29,0.0260,10.59,0.0918,0.646,0.000,5.44,0.0912,1.01,0.0363,5.43,0.0841,"613,066",86.88,0.9981,"57,889"
444,18,0.9794,0.00,6.50,19.00,6.00,1.77,P212121,19,1.14,2.08,406.00,0.00,5EYN,20.85,1.29,0.3584,18.47,71.76,1.572,0.1019,68.60,0.0296,11.84,0.0987,1.432,0.097,13.13,0.1063,1.77,0.0378,6.34,0.0909,"243,858",70.57,0.9971,"20,594"
445,18,0.9392,0.00,6.50,19.00,6.00,1.77,P212121,19,1.14,2.08,406.00,0.00,5EYN,20.85,1.29,0.2926,19.14,72.01,1.258,0.0849,34.29,0.0242,11.87,0.0846,1.194,0.075,14.06,0.0884,1.70,0.0318,6.34,0.0782,"275,998",70.94,0.9984,"23,248"
685,187,0.9795,0.00,6.20,21.00,3.00,1.36,P6522,179,1.07,1.51,78.40,0.00,1X58,21.43,0.00,-0.1735,12.37,100.00,0.000,0.0566,38.34,0.0210,8.21,0.0616,0.646,0.000,20.56,0.0606,1.36,0.0274,4.65,0.0550,"180,063",99.69,0.9986,"21,932"
329,19,0.9763,0.00,5.40,42.00,0.00,1.71,P1,1,0.00,0.00,131.50,0.00,2WP2,73.33,2.37,0.0000,1.98,54.78,0.000,0.1792,36.98,0.1792,1.58,0.6608,0.663,0.000,2.52,0.2535,1.71,0.4672,1.01,0.4672,"45,112",31.11,0.9360,"28,525"
641,191,0.9795,1.00,21.20,419.00,0.00,1.70,P212121,19,0.75,0.89,930.90,0.00,3IMM,59.69,2.00,-0.0365,6.92,97.04,1.241,0.1200,41.09,0.0698,3.93,0.1369,0.901,0.168,11.04,0.1392,1.70,0.0931,2.10,0.1000,"83,648",96.80,0.9954,"21,292"
642,191,0.9184,1.00,21.20,419.00,0.00,1.70,P212121,19,0.75,0.89,930.90,0.00,3IMM,59.69,2.00,-0.0783,6.97,98.15,1.271,0.1235,36.29,0.0719,3.93,0.1422,0.900,0.174,10.48,0.1433,1.74,0.0966,2.10,0.1038,"79,076",97.89,0.9944,"20,109"
643,191,0.9787,1.00,21.20,419.00,0.00,1.70,P212121,19,0.75,0.89,930.90,0.00,3IMM,59.69,2.00,-0.0223,6.98,98.09,1.285,0.1293,41.14,0.0751,3.93,0.1469,0.917,0.180,13.76,0.1500,1.78,0.0997,2.11,0.1073,"73,741",97.78,0.9943,"18,774"
528,198,0.9795,1.00,35.10,"1,412.00",0.00,2.87,P212121,19,1.13,1.05,951.60,0.00,4ECO,66.03,2.70,0.0099,6.32,98.18,1.672,0.1458,75.35,0.0872,3.66,0.1695,0.854,0.230,30.55,0.1707,2.87,0.1118,1.98,0.1265,"121,939",93.94,0.9928,"33,294"
529,198,0.9252,1.00,35.10,"1,412.00",0.00,2.87,P212121,19,1.13,1.05,951.60,0.00,4ECO,66.03,2.70,0.0116,6.38,97.83,1.703,0.1528,75.33,0.0918,3.63,0.1764,0.875,0.233,30.76,0.1792,2.96,0.1165,1.96,0.1316,"110,007",93.62,0.9910,"30,286"
530,198,0.9789,1.00,35.10,"1,412.00",0.00,2.87,P212121,19,1.13,1.05,951.60,0.00,4ECO,66.03,2.70,0.2813,10.46,99.63,1.978,0.1495,75.45,0.0506,9.45,0.1524,1.010,0.173,30.64,0.1582,2.70,0.0668,5.00,0.1364,"382,178",99.07,0.9962,"40,436"
1137,2,0.9792,1.00,12.60,119.00,0.00,2.06,H32,155,1.02,1.46,652.80,0.00,3H74,34.31,1.30,0.1833,8.49,99.89,1.230,0.1206,40.56,0.0568,5.28,0.1260,0.995,0.137,25.47,0.1336,2.06,0.0739,2.71,0.1014,"125,777",99.85,0.9958,"23,827"
1138,2,0.9184,1.00,12.60,119.00,0.00,2.06,H32,155,1.02,1.46,652.80,0.00,3H74,34.31,1.30,0.1777,8.36,99.98,1.196,0.1166,40.57,0.0543,5.48,0.1227,0.980,0.132,25.37,0.1288,1.99,0.0717,2.82,0.0990,"144,922",99.96,0.9965,"26,447"
1139,2,0.9787,1.00,12.60,119.00,0.00,2.06,H32,155,1.02,1.46,652.80,0.00,3H74,34.31,1.30,0.3343,8.48,99.99,1.307,0.1296,40.56,0.0608,5.38,0.1317,1.043,0.147,25.12,0.1435,2.09,0.0771,2.77,0.1061,"123,008",99.97,0.9954,"22,861"
1145,20,0.9792,1.00,21.20,577.00,0.00,1.65,P212121,19,0.80,0.58,219.50,0.00,5UWY,55.19,2.72,0.4937,8.69,99.61,1.498,0.1047,49.33,0.0517,4.92,0.1016,1.034,0.137,21.26,0.1172,1.65,0.0609,2.57,0.0807,"465,267",99.25,0.9965,"94,656"
838,200,0.9792,0.00,5.20,24.00,8.00,2.17,P6122,178,1.08,1.98,432.30,0.00,3CYG,26.19,2.61,0.8871,19.55,100.00,2.437,0.0690,42.67,0.0262,7.59,0.0532,1.334,0.099,53.66,0.0740,2.17,0.0256,4.14,0.0464,"144,680",99.99,0.9993,"19,055"
839,200,0.9184,0.00,5.20,24.00,8.00,2.17,P6122,178,1.08,1.98,432.30,0.00,3CYG,26.19,2.61,0.7462,19.50,99.93,1.801,0.0537,40.48,0.0212,7.13,0.0476,1.210,0.081,53.78,0.0579,2.18,0.0236,3.89,0.0411,"133,754",99.83,0.9996,"18,763"
840,200,0.9789,0.00,5.20,24.00,8.00,2.17,P6122,178,1.08,1.98,432.30,0.00,3CYG,26.19,2.61,0.8802,19.05,100.00,2.253,0.0652,42.68,0.0255,7.11,0.0510,1.298,0.097,55.06,0.0702,2.18,0.0252,3.88,0.0440,"133,801",99.98,0.9994,"18,807"
522,208,0.9793,1.00,12.40,92.00,4.00,2.13,I422,97,0.92,1.64,"1,029.60",0.00,3NQK,47.57,2.61,-0.0001,14.03,99.99,1.171,0.0728,41.81,0.0290,7.23,0.0772,0.922,0.099,47.52,0.0785,2.13,0.0391,3.85,0.0663,"155,124",99.99,0.9991,"21,455"
523,208,0.9537,1.00,12.40,92.00,4.00,2.13,I422,97,0.92,1.64,"1,029.60",0.00,3NQK,47.57,2.61,0.1515,13.85,99.99,1.360,0.0884,46.27,0.0353,7.22,0.0921,1.018,0.108,44.55,0.0953,2.17,0.0468,3.86,0.0791,"146,698",99.99,0.9984,"20,309"
524,208,0.9790,1.00,12.40,92.00,4.00,2.13,I422,97,0.92,1.64,"1,029.60",0.00,3NQK,47.57,2.61,0.2847,13.87,99.96,1.377,0.0860,46.35,0.0342,7.21,0.0870,1.025,0.111,44.30,0.0927,2.19,0.0441,3.85,0.0748,"142,744",99.97,0.9988,"19,785"
453,210,1.0000,1.00,49.40,"2,648.00",1.00,1.58,P1211,4,0.54,0.52,534.10,0.00,3NPF,87.91,1.72,-0.3043,6.23,88.58,0.000,0.0689,64.88,0.0491,2.63,0.0886,0.679,0.000,14.77,0.0849,1.58,0.0604,1.50,0.0645,"224,478",69.98,0.9971,"85,221"
464,213,0.9611,0.00,4.60,16.00,8.00,1.10,P43212,96,1.03,1.39,82.00,0.00,1HYJ,38.46,0.00,0.6631,13.78,86.60,1.400,0.0807,42.96,0.0302,7.04,0.0783,1.275,0.099,4.01,0.0865,1.10,0.0363,3.96,0.0691,"184,981",78.26,0.9936,"26,274"
300,221,0.9000,1.00,24.80,523.00,1.00,1.79,P212121,19,0.98,0.55,112.70,0.00,1B5P,43.85,1.80,-0.3020,14.47,76.48,0.000,0.0479,37.54,0.0204,4.58,0.0531,0.729,0.000,29.27,0.0525,1.79,0.0271,2.61,0.0450,"290,911",63.21,0.9984,"63,491"
107,222,0.9763,0.00,7.00,26.00,0.00,1.78,P1,1,1.12,1.24,60.30,0.00,5D7Z,29.92,1.73,-0.0662,5.60,68.73,0.000,0.1013,68.06,0.0721,2.41,0.1225,0.906,0.000,14.11,0.1250,1.78,0.0866,1.57,0.0867,"214,223",37.07,0.9899,"88,755"
860,231,0.9794,0.00,7.10,30.00,0.00,1.74,P41212,92,1.33,1.81,139.00,0.00,4K4K,21.77,1.67,0.4764,10.93,99.54,1.495,0.1158,38.50,0.0391,9.47,0.1114,1.144,0.110,25.06,0.1224,1.74,0.0486,5.03,0.0999,"760,852",99.35,0.9964,"80,336"
959,237,0.9794,1.00,34.20,829.00,0.00,1.58,P3121,152,0.87,0.84,"1,020.40",0.00,3NWP,43.81,1.40,0.3047,13.88,99.83,1.401,0.0719,41.22,0.0288,7.14,0.0737,0.985,0.087,22.27,0.0776,1.58,0.0374,3.78,0.0634,"283,351",99.61,0.9994,"39,675"
960,237,0.9184,1.00,34.20,829.00,0.00,1.58,P3121,152,0.87,0.84,"1,020.40",0.00,3NWP,43.81,1.40,0.3279,13.02,99.91,1.366,0.0679,48.85,0.0270,7.23,0.0696,0.939,0.086,23.16,0.0732,1.52,0.0353,3.82,0.0599,"321,647",99.90,0.9995,"44,500"
961,237,0.9790,1.00,34.20,829.00,0.00,1.58,P3121,152,0.87,0.84,"1,020.40",0.00,3NWP,43.81,1.40,0.5312,13.71,99.87,1.553,0.0774,41.22,0.0309,7.18,0.0756,1.031,0.095,22.38,0.0835,1.58,0.0384,3.80,0.0650,"285,156",99.84,0.9993,"39,690"
1247,238,0.9795,1.00,16.80,162.00,0.00,1.43,P3121,152,1.17,1.00,217.50,0.00,2EBN,42.35,2.00,0.5121,22.22,65.49,1.396,0.0609,64.45,0.0199,8.39,0.0581,1.501,0.055,11.91,0.0642,1.43,0.0247,4.70,0.0525,"437,358",55.95,0.9992,"52,123"
1248,238,0.9537,1.00,16.80,162.00,0.00,1.43,P3121,152,1.17,1.00,217.50,0.00,2EBN,42.35,2.00,0.6290,21.43,66.39,1.541,0.0618,64.45,0.0203,8.26,0.0564,1.580,0.062,12.08,0.0651,1.42,0.0240,4.63,0.0509,"446,908",56.63,0.9992,"54,115"
1249,238,0.9793,1.00,16.80,162.00,0.00,1.43,P3121,152,1.17,1.00,217.50,0.00,2EBN,42.35,2.00,0.7729,21.22,65.28,2.007,0.0713,64.49,0.0234,8.27,0.0590,1.963,0.081,11.92,0.0752,1.44,0.0253,4.64,0.0532,"423,055",55.58,0.9990,"51,153"
400,24,0.9794,0.00,9.70,77.00,0.00,2.16,P212121,19,0.91,1.22,405.60,0.00,4NV4,42.18,1.80,0.0060,7.77,96.60,1.275,0.0896,56.51,0.0536,3.42,0.0992,0.880,0.152,37.87,0.1049,2.16,0.0649,1.94,0.0745,"44,989",88.85,0.9975,"13,145"
401,24,0.9184,0.00,9.70,77.00,0.00,2.16,P212121,19,0.91,1.22,405.60,0.00,4NV4,42.18,1.80,0.0276,8.01,98.09,1.267,0.0830,42.38,0.0492,3.56,0.0918,0.876,0.144,37.38,0.0969,2.12,0.0599,1.98,0.0691,"50,218",94.32,0.9981,"14,098"
402,24,0.9789,0.00,9.70,77.00,0.00,2.16,P212121,19,0.91,1.22,405.60,0.00,4NV4,42.18,1.80,0.0660,7.66,96.01,1.282,0.0850,42.38,0.0542,3.12,0.0919,0.907,0.158,38.48,0.1014,2.19,0.0612,1.76,0.0682,"39,128",89.72,0.9972,"12,548"
1046,240,0.9793,0.00,5.80,24.00,7.00,1.42,P6122,178,1.24,2.05,264.00,0.00,4O8V,22.26,1.82,0.2616,16.07,99.26,1.436,0.0856,71.85,0.0281,10.03,0.0892,0.942,0.066,12.50,0.0902,1.42,0.0379,5.31,0.0807,"720,437",99.20,0.9987,"71,804"
1047,240,0.9184,0.00,5.80,24.00,7.00,1.42,P6122,178,1.24,2.05,264.00,0.00,4O8V,22.26,1.82,0.3140,15.28,99.45,1.461,0.0911,71.84,0.0295,10.55,0.0927,0.919,0.077,12.23,0.0958,1.44,0.0390,5.59,0.0840,"729,353",99.34,0.9990,"69,121"
1048,240,0.9793,0.00,5.80,24.00,7.00,1.42,P6122,178,1.24,2.05,264.00,0.00,4O8V,22.26,1.82,0.2184,16.03,98.63,1.340,0.1173,72.04,0.0378,10.47,0.1201,0.842,0.104,11.93,0.1234,1.66,0.0508,5.59,0.1087,"470,755",98.61,0.9987,"44,957"
1289,244,0.9792,0.00,4.50,75.00,7.00,1.88,H32,155,1.07,1.68,424.00,0.00,2OLT,24.26,2.00,-0.0889,16.90,79.89,0.000,0.0600,20.57,0.0266,5.35,0.0641,0.834,0.000,6.67,0.0660,1.88,0.0336,2.90,0.0542,"102,459",75.03,0.9983,"19,138"
1118,248,0.9794,0.00,5.10,23.00,7.00,2.05,P22121,1018,1.10,2.10,519.90,0.00,3CV0,24.48,2.00,0.0831,7.68,98.50,1.135,0.1193,37.27,0.0618,4.62,0.1294,0.965,0.126,33.03,0.1350,2.05,0.0793,2.51,0.1013,"93,242",96.11,0.9935,"20,165"
